time,count_rate,counts,count_error,ultrasoft_count_rate,soft_count_rate,medium_count_rate,hard_count_rate,ultrasoft_counts,soft_counts,medium_counts,hard_counts,exposure,area
465025315.51796997,0.01635348732468,6,0.00667628324342,0.0,0.01090232488312,0.00545116244156,0.0,0,4,2,0,366.8942214511,15.625
465025814.94332993,0.02028809088967,10,0.00641565765879,0.00202880908897,0.01623047271174,0.0,0.00202880908897,1,8,0,1,492.9000000237,15.625
465026314.36869,0.01623047271174,8,0.00573833865817,0.0,0.01623047271174,0.0,0.0,0,8,0,0,492.9000000237,15.625
465026813.79405,0.0060864272669,3,0.00351400042095,0.0,0.0060864272669,0.0,0.0,0,3,0,0,492.9000000237,15.625
465027313.21940994,0.0121728545338,6,0.00496954705349,0.0,0.0121728545338,0.0,0.0,0,6,0,0,492.9000000237,15.625
465027812.64477,0.00811523635587,4,0.00405761817793,0.0,0.0060864272669,0.00202880908897,0.0,0,3,1,0,492.9000000237,15.625
465028312.07013,0.0121728545338,6,0.00496954705349,0.0,0.01014404544484,0.00202880908897,0.0,0,5,1,0,492.9000000237,15.625
465028811.49548995,0.02434570906761,12,0.0070280008419,0.0,0.02028809088967,0.00405761817793,0.0,0,10,2,0,492.9000000237,15.625
465029310.92085004,0.01623047271174,8,0.00573833865817,0.0,0.0121728545338,0.00202880908897,0.00202880908897,0,6,1,1,492.9000000237,15.625
465029810.34621,0.0121728545338,6,0.00496954705349,0.0,0.01014404544484,0.00202880908897,0.0,0,5,1,0,492.9000000237,15.625
465030309.77156997,0.02231689997864,11,0.00672879851937,0.0,0.01825928180071,0.00202880908897,0.00202880908897,0,9,1,1,492.9000000237,15.625
465030809.19692993,0.01420166362277,7,0.00536772430704,0.0,0.01420166362277,0.0,0.0,0,7,0,0,492.9000000237,15.625
465031308.62229,0.01825928180071,9,0.0060864272669,0.00202880908897,0.01623047271174,0.0,0.0,1,8,0,0,492.9000000237,15.625
465031808.04765,0.01623047271174,8,0.00573833865817,0.0,0.01623047271174,0.0,0.0,0,8,0,0,492.9000000237,15.625
465032307.47300994,0.02637451815658,13,0.0073149751984,0.00202880908897,0.01825928180071,0.00405761817793,0.00202880908897,1,9,2,1,492.9000000237,15.625
465032806.89837,0.01014404544484,5,0.0045365550363,0.0,0.01014404544484,0.0,0.0,0,5,0,0,492.9000000237,15.625
465033306.32373,0.01014404544484,5,0.0045365550363,0.0,0.00405761817793,0.0060864272669,0.0,0,2,3,0,492.9000000237,15.625
465033805.74908996,0.02231689997864,11,0.00672879851937,0.0,0.02028809088967,0.00202880908897,0.0,0,10,1,0,492.9000000237,15.625
465034305.17445004,0.0060864272669,3,0.00351400042095,0.0,0.0060864272669,0.0,0.0,0,3,0,0,492.9000000237,15.625
465034804.59981,0.01014404544484,5,0.0045365550363,0.0,0.01014404544484,0.0,0.0,0,5,0,0,492.9000000237,15.625
465035304.02516997,0.01623047271174,8,0.00573833865817,0.00202880908897,0.00811523635587,0.0060864272669,0.0,1,4,3,0,492.9000000237,15.625
465035803.45052993,0.01014404544484,5,0.0045365550363,0.00202880908897,0.00811523635587,0.0,0.0,1,4,0,0,492.9000000237,15.625
465036302.87589,0.00811523635587,4,0.00405761817793,0.0,0.00811523635587,0.0,0.0,0,4,0,0,492.9000000237,15.625
465036802.30125,0.0060864272669,3,0.00351400042095,0.0,0.00405761817793,0.00202880908897,0.0,0,2,1,0,492.9000000237,15.625
465037301.72660995,0.0121728545338,6,0.00496954705349,0.0,0.0121728545338,0.0,0.0,0,6,0,0,492.9000000237,15.625
465037801.15197,0.0121728545338,6,0.00496954705349,0.00405761817793,0.00811523635587,0.0,0.0,2,4,0,0,492.9000000237,15.625
465038300.57733,0.01014404544484,5,0.0045365550363,0.0,0.01014404544484,0.0,0.0,0,5,0,0,492.9000000237,15.625
